Frase,Autor,Categoría,unknown,unknown,unknown,unknown,unknown
"La riqueza es como el agua salada; cuanto más se bebe, más sed da.",Arthur Schopenhauer (1788-1860) Filósofo alemán.,SOCIEDAD / DINERO / RIQUEZA,,,,,
"La reflexión es el camino hacia la inmortalidad (nirvana); la falta de reflexión, el camino hacia la muerte.",Buda (563 AC-486 AC) Fundador del budismo.,MISCELÁNEA / REFLEXIÓN,,,,,
"La falsedad tiene alas y vuela, y la verdad la sigue arrastrándose, de modo que cuando las gentes se dan cuenta del engaño ya es demasiado tarde.",Miguel de Cervantes (1547-1616) Escritor español.,MISCELÁNEA / FALSEDAD,,,,,
La duda es uno de los nombres de la inteligencia.,Jorge Luis Borges (1899-1986) Escritor argentino.,PENSAMIENTO Y RAZÓN / DUDA,,,,,
"La ambición suele llevar a las personas a ejecutar los menesteres más viles. Por eso, para trepar, se adopta la misma postura que para arrastrarse.",Jonathan Swift (1667-1745) Político y escritor irlandés.,CUALIDADES / AMBICIÓN,,,,,
"Jamás hay que discutir con un superior, pues se corre el riesgo de tener razón.",Marco Aurelio Almazán (1922-1991) Escritor y diplomático mexicano.,MISCELÁNEA / DISCUSIÓN,,,,,
"Hay que tener el valor de decir la verdad, sobre todo cuando se habla de la verdad.",Platón (427 AC-347 AC) Filósofo griego.,PENSAMIENTO Y RAZÓN / VERDAD,,,,,
Hay que haber vivido un poco para comprender que todo lo que se persigue en esta vida sólo se consigue arriesgando a veces lo que más se ama.,André Gide (1859-1951) Escritor francés,MISCELÁNEA / ARRIESGAR,,,,,
"Haciendo el bien nutrimos la planta divina de la humanidad; formando la belleza, esparcimos las semillas de lo divino.",Friedrich Schiller (1759-1805) Poeta y dramaturgo alemán,CUALIDADES / BONDAD,,,,,
Hacer preguntas es prueba de que se piensa.,Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,NATURALEZA / SER HUMANO / PREGUNTAR,,,,,
"En España, de cada diez cabezas, nueve embisten y una piensa.",Antonio Machado (1875-1939) Poeta y prosista español.,PENSAMIENTO Y RAZÓN / PENSAMIENTO / PENSAR,,,,,
"En el rocío de las pequeñas cosas, el corazón encuentra su mañana y toma su frescura.","Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",SENTIMIENTOS / AMOR / CORAZÓN,,,,,
El que conoce el arte de vivir consigo mismo ignora el aburrimiento.,Erasmo de Rotterdam (1469-1536) Humanista neerlandés.,SENTIMIENTOS / ABURRIMIENTO,,,,,
El genio se compone del dos por ciento de talento y del noventa y ocho por ciento de perseverante aplicación.,Ludwig van Beethoven (1770-1827) Compositor y músico alemán.,CUALIDADES / GENIO,,,,,
"El destino mezcla las cartas, y nosotros las jugamos.",Arthur Schopenhauer (1788-1860) Filósofo alemán.,MISCELÁNEA / DESTINO,,,,,
El arte de amar se reduce a decir exactamente lo que el grado de embriaguez del momento requiera.,Stendhal (1783-1842) Escritor francés.,SENTIMIENTOS / AMOR / AMAR,,,,,
"El amor verdadero hace milagros, porque él mismo es ya el mayor milagro.","Amado Nervo (1870-1919) Poeta, novelista y ensayista mexicano.",SENTIMIENTOS / AMOR,,,,,
Cuando trates con una mujer no olvides el látigo.,Friedrich Nietzsche (1844-1900) Filosofo alemán.,MISCELÁNEA,,,,,
Cuando se teme a alguien es porque a ese alguien le hemos concedido poder sobre nosotros.,"Hermann Hesse (1877-1962) Escritor suizo, de origen alemán.",SENTIMIENTOS / MIEDO / TEMOR,,,,,
A quien amigos tiene por millones ninguno sobrará; el que tan sólo un enemigo cuenta por doquier lo encontrará.,Emerson (1803-1882) Poeta y pensador estadounidense.,SENTIMIENTOS / ENEMISTAD,,,,,
"A excepción del hombre, ningún ser se maravilla de su propia existencia.",Arthur Schopenhauer (1788-1860) Filósofo alemán.,MISCELÁNEA / MARAVILLARSE,,,,,
"A veces más vale callar y pasar por tonto, que abrir la boca y demostrarlo.",Noel Clarasó (1899-1985) Escritor español.,NATURALEZA / SER HUMANO / CALLAR,,,,,
Es más fácil obtener lo que se desea con una sonrisa que con la punta de la espada.,William Shakespeare (1564-1616) Escritor británico.,MISCELÁNEA / SONRISA,,,,,
¿Quieres un consejo para tu éxito en la vida de relación? Ayuda a los otros a sujetarse la careta.,León Daudí (1905-1985) Escritor español.,MISCELÁNEA / ÉXITO,,,,,
Las matemáticas pueden ser definidas como aquel tema del cual no sabemos nunca lo que decimos ni si lo que decimos es verdadero.,"Bertrand Russell (1872-1970) Filósofo, matemático y escritor británico..",CIENCIAS / MATEMÁTICAS,,,,,
Casarse por segunda vez es el triunfo de la esperanza sobre la experiencia.,Samuel Johnson (1709-1784) Escritor inglés.,SOCIEDAD / MATRIMONIO,,,,,
Soy ateo gracias a Dios.,Luis Buñuel (1900-1983) Cineasta español.,SOCIEDAD / RELIGIÓN / ATEÍSMO,,,,,
"Sólo por hoy trataré de vivir exclusivamente el día, sin querer resolver el problema de mi vida todo de una vez.",Juan XXIII (1881-1963) Papa de la iglesia católica.,MISCELÁNEA / PROBLEMAS,,,,,
"Cualquiera puede simpatizar con las penas de un amigo, simpatizar con sus éxitos requiere una naturaleza delicadísima.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS / PENA,,,,,
Prefiero una locura que me entusiasme a una verdad que me abata.,Christoph Wieland (1733-1813) Escritor alemán.,PENSAMIENTO Y RAZÓN / LOCURA,,,,,
¿Por qué he de preocuparme? No es asunto mío pensar en mi. Asunto mío es pensar en Dios. Es cosa de Dios pensar en mi.,Simone Weil (1909-1943) Filósofa y activista política francesa.,SOCIEDAD / RELIGIÓN / DIOS,,,,,
"Cuanto mayor es la dificultad, mayor es la gloria.","Cicerón (106 AC-43 AC) Escritor, orador y político romano.",MISCELÁNEA / DIFICULTADES,,,,,
La vocación del político de carrera es hacer de cada solución un problema.,"Woody Allen (1935-?) Actor, director y escritor estadounidense.",SOCIEDAD / POLÍTICA / POLÍTICOS,,,,,
"Lo que no me mata, me hace más fuerte.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,CUALIDADES / FORTALEZA,,,,,
Educación es lo que queda después de olvidar lo que se ha aprendido en la escuela.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,SOCIEDAD / EDUCACIÓN,,,,,
El sabio sabe que ignora.,Confucio (551 AC-478 AC) Filósofo chino.,CUALIDADES / SABIDURÍA / SABIO,,,,,
Si la ayuda y la salvación han de llegar sólo puede ser a través de los niños. Porque los niños son los creadores de la humanidad.,Maria Montessori (1870-1952) Educadora y médica italiana.,TIEMPO / INFANCIA,,,,,
"Quien se empeña en pegarle una pedrada a la luna no lo conseguirá, pero terminará sabiendo manejar la honda.",Proverbio árabe,CUALIDADES / AMBICIÓN,,,,,
"Espantoso juego del amor, en el cual es preciso que uno de ambos jugadores pierda el gobierno de sí mismo.","Charles Baudelaire (1821-1867) Escritor, poeta y crítico francés.",SENTIMIENTOS / AMOR,,,,,
Un hombre consecuente con su sistema de vida es ciertamente un espíritu estrecho.,Ernest Renan (1823-1892) Escritor francés.,SOCIEDAD / CONDUCTA,,,,,
Acaso soy libre si mi hermano se encuentra todavía encadenado a la pobreza.,"Barbara Ward (1914-1981) Economista, peridista y educadora inglesa.",SOCIEDAD / LIBERTAD,,,,,
El orden es el placer de la razón pero el desorden es la delicia de la imaginación.,Paul Claudel (1868-1955) Escritor y diplomático francés.,DEFECTOS / DESORDEN,,,,,
La tiranía totalitaria no se edifica sobre las virtudes de los totalitarios sino sobre las faltas de los demócratas.,Albert Camus (1913-1960) Escritor francés.,SOCIEDAD / POLÍTICA / DICTADURA,,,,,
"La vida sólo puede ser comprendida mirando hacia atrás, pero ha de ser vivida mirando hacia adelante.",Sören Aabye Kierkegaard (1813-1855) Literato y filósofo danés.,NATURALEZA / VIDA,,,,,
No rechaces tus sueños. ¿Sin la ilusión el mundo qué sería?.,Ramón de Campoamor (1817-1901) Poeta español.,PENSAMIENTO Y RAZÓN / SUEÑOS,,,,,
"En un bosque se bifurcaron dos caminos, y yo... Yo tomé el menos transitado. Esto marcó toda la diferencia.",Robert Frost (1874-1963) Poeta estadounidense.,NATURALEZA / SER HUMANO / ELEGIR,,,,,
El hombre que no sabe callar tampoco sabe hablar.,Publio Siro (Siglo I AC-?) Poeta dramático romano.,NATURALEZA / SER HUMANO / CALLAR,,,,,
La buena vida consiste en amar y hacerse amar suficiente.,Doménico Cieri Estrada (1954-?) Escritor mexicano.,SENTIMIENTOS / AMOR / AMAR,,,,,
Viajar es una buena forma de aprender y de superar miedos.,Luis Rojas Marcos (1943-?) Psiquiatra español.,SOCIEDAD / VIAJES / VIAJAR,,,,,
"El insulto deshonra a quien lo infiere, no a quien lo recibe.",Diógenes de Sínope (412 AC-323 AC) Filósofo griego.,MISCELÁNEA / INSULTO,,,,,
"La más noble función de un escritor es dar testimonio, como acta notarial y como fiel cronista, del tiempo que le ha tocado vivir.",Camilo José Cela (1916-2002) Escritor español.,ARTE / LITERATURA / ESCRITOR,,,,,
Tengo dos problemas para jugar al fútbol. Uno es la pierna izquierda. El otro es la pierna derecha.,Roberto Fontanarrosa (1944-2007) Escritor argentino.,SOCIEDAD / DEPORTE / FÚTBOL,,,,,
Nunca son tan peligrosos los hombres como cuando se vengan de los crímenes que ellos han cometido.,Sándor Márai (1900-1989) Escritor húngaro.,SENTIMIENTOS / VENGANZA,,,,,
"Si quieres tener éxito, promete todo y no cumplas nada.",Napoleón I (1769-1821) Napoleón Bonaparte. Emperador francés.,MISCELÁNEA / ÉXITO,,,,,
"Trabajar constituye un deber indispensable para el hombre social. Rico o pobre, poderoso o débil, todo ciudadano ocioso es un ladrón.",Jean Jacques Rousseau (1712-1778) Filósofo francés.,SOCIEDAD / TRABAJO / TRABAJAR,,,,,
No acometas obra alguna con la furia de la pasión: equivale a hacerse a la mar en plena borrasca.,Thomas Fuller (1610-1661) Clérigo y escritor británico.,SENTIMIENTOS / AMOR / PASIÓN,,,,,
Nos reímos del honor y luego nos sorprendemos de encontrar traidores entre nosotros.,Clive Staples Lewis (1898-1963) Escritor británico.,MISCELÁNEA / TRAICIÓN,,,,,
El que posee un amigo verdadero puede decir que posee dos almas.,Arturo Graf (1848-1913) Escritor y poeta italiano.,SENTIMIENTOS / AMISTAD,,,,,
El camino hacia la riqueza depende fundamentalmente de dos palabras: trabajo y ahorro.,Bernard-Henri Lévy (1948-?) Filósofo y novelista francés.,SOCIEDAD / DINERO / RIQUEZA,,,,,
El verdadero significado de las cosas se encuentra al tratar de decir las mismas cosas con otras palabras.,Charles Chaplin (1889-1977) Actor y director británico.,NATURALEZA / SER HUMANO / PALABRAS,,,,,
Los malos libros provocan malas costumbres y las malas costumbres provocan buenos libros.,René Descartes (1596-1650) Filósofo y matemático francés.,ARTE / LITERATURA,,,,,
"Nunca releo mis libros, porque me da miedo.",Gabriel García Márquez (1927-2014) Escritor colombiano.,ARTE / LITERATURA / LIBROS,,,,,
Los lazos de la amistad son más estrechos que los de la sangre y la familia.,Giovanni Boccaccio (1313-1375) Escritor italiano.,SENTIMIENTOS / AMISTAD,,,,,
"Nadie puede amar sus cadenas, aunque sean de oro puro.",I. Heywood,SOCIEDAD / LIBERTAD,,,,,
"Mis amigos me dicen que soy muy agresivo, pero me lo dicen a gritos.",Jaume Perich (1941-1995) Humorista español.,CUALIDADES / AGRESIVIDAD,,,,,
"Si es posible, se debe hacer reír hasta a los muertos.","Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",CUALIDADES / HUMOR,,,,,
¡Estoy horrorizado! No sé si el mundo está lleno de hombres inteligentes que lo disimulan... o de imbéciles que no se recatan de serlo.,M. Brickman,CUALIDADES / INTELIGENCIA,,,,,
"Algo malo debe tener el trabajo, o los ricos ya lo habrían acaparado.",Mario Moreno 'Cantinflas' (1911-1993) Actor mexicano.,SOCIEDAD / TRABAJO,,,,,
"Los hombres casados son horriblemente aburridos cuando son buenos maridos, e insoportablemente presumidos cuando no lo son.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SOCIEDAD / HOMBRES,,,,,
"Cuando se está enamorado, comienza uno por engañarse a sí mismo y acaba por engañar a los demás. Esto es lo que el mundo llama una novela.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,SENTIMIENTOS / AMOR,,,,,
Nadie prueba la profundidad del río con ambos pies.,Proverbio,CUALIDADES / PRUDENCIA,,,,,
Enseñar a quien no quiere aprender es como sembrar un campo sin ararlo.,Richard Whately (1787-1863) Arzobispo anglicano y educador británico.,SOCIEDAD / EDUCACIÓN / ENSEÑAR,,,,,
El más poderoso hechizo para ser amado es amar.,Baltasar Gracián (1601-1658) Escritor español.,SENTIMIENTOS / AMOR / AMAR,,,,,
"El hombre puede soportar las desgracias que son accidentales y llegan de fuera. Pero sufrir por propias culpas, ésa es la pesadilla de la vida.",Oscar Wilde (1854-1900) Dramaturgo y novelista irlandés.,MISCELÁNEA / DESGRACIA,,,,,
"Ante cualquier desavenencia no caigamos en el error de dudar o bien de su inteligencia, o de su buena voluntad.",Otto von Bismark (1815-1898) Político alemán.,MISCELÁNEA / DESAVENENCIA,,,,,
"Acepta los riesgos, toda la vida no es sino una oportunidad. El hombre que llega más lejos es, generalmente, el que quiere y se atreve a serlo.",Dale Carnegie (1888-1955) Empresario y escritor estadounidense.,MISCELÁNEA / RIESGOS,,,,,
Todo idealismo frente a la necesidad es un engaño.,Friedrich Nietzsche (1844-1900) Filosofo alemán.,SOCIEDAD / IDEALES,,,,,
"Cuando veáis a un hombre sabio, pensad en igualar sus virtudes. Cuando veáis un hombre desprovisto de virtud, examinaos vosotros mismos.",Confucio (551 AC-478 AC) Filósofo chino.,CUALIDADES / VIRTUD,,,,,
"Cuando somos jóvenes lamentamos no tener una mujer, cuando nos hacemos viejos lamentamos no tener a la mujer.",Cesare Pavese (1908-1950) Poeta y novelista italiano.,SOCIEDAD / MUJERES,,,,,
"¡Cuán grande riqueza es, aun entre los pobres, el ser hijo de buen padre!",Juan Luis Vives (1492-1540) Humanista y filósofo español.,SOCIEDAD / FAMILIA / PADRES,,,,,
"Tener hijos no lo convierte a uno en padre, del mismo modo en que tener un piano no lo vuelve pianista.",Michael Levine (1954-?) Escritor y hombre de negocios estadounidense.,SOCIEDAD / FAMILIA / PADRES,,,,,
"Después de aquellos que ocupan los primeros puestos, no conozco a nadie tan desgraciado como quien los envidia.",Marquesa de Maintenon (1635-1719) Noble francesa.,SENTIMIENTOS / ENVIDIA,,,,,
"Cuando una multitud ejerce la autoridad, es más cruel aún que los tiranos.",Platón (427 AC-347 AC) Filósofo griego.,SOCIEDAD / MULTITUD,,,,,
Las verdades que revela la inteligencia permanecen estériles. Sólo el corazón es capaz de fecundar los sueños.,Anatole France (1844-1924) Escritor francés.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
"Quien quiera ver prosperar sus negocios, consulte a su mujer.",Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SOCIEDAD / MUJERES,,,,,
En la vida humana sólo unos pocos sueños se cumplen; la gran mayoría de los sueños se roncan.,Enrique Jardiel Poncela (1901-1952) Escritor español.,PENSAMIENTO Y RAZÓN / SUEÑOS,,,,,
La unión en el rebaño obliga al león a acostarse con hambre.,Proverbio africano,MISCELÁNEA,,,,,
Sólo comprendemos aquellas preguntas que podemos responder.,Friedrich Nietzsche (1844-1900) Filosofo alemán.,CUALIDADES / COMPRENSIÓN,,,,,
No hay espejo que mejor refleje la imagen del hombre que sus palabras.,Juan Luis Vives (1492-1540) Humanista y filósofo español.,NATURALEZA / SER HUMANO / PALABRAS,,,,,
"Yo creía que la ruta pasaba por el hombre, y que de allí tenía que salir el destino.",Pablo Neruda (1904-1973) Poeta chileno.,MISCELÁNEA / DESTINO,,,,,
"Vivimos bajo el mismo techo, pero ninguno tenemos el mismo horizonte.",Konrad Adenauer (1876-1967) Político alemán.,NATURALEZA / VIDA / VIVIR,,,,,
Utiliza en la vida los talentos que poseas: el bosque estaría muy silencioso si sólo cantasen los pájaros que mejor cantan.,Henry Van Dyke (1852-1933) Escritor estadounidense.,CUALIDADES / TALENTO,,,,,
Una persona que quiere venganza guarda sus heridas abiertas.,Sir Francis Bacon (1561-1626) Filósofo y estadista británico.,SENTIMIENTOS / VENGANZA,,,,,
"Todos son locos, pero el que analiza su locura, es llamado filósofo.",Ambrose Bierce (1842-1914) Escritor estadounidense.,PENSAMIENTO Y RAZÓN / LOCURA,,,,,
"Todas las cosas llegan, le hacen a uno daño y se van.","Amado Nervo (1870-1919) Poeta, novelista y ensayista mexicano.",MISCELÁNEA / DAÑO,,,,,
Son filósofos verdaderos aquellos a quienes gusta contemplar la verdad.,Platón (427 AC-347 AC) Filósofo griego.,PENSAMIENTO Y RAZÓN / FILOSOFÍA / FILÓSOFO,,,,,
"Si quieres cambiar al mundo, cámbiate a ti mismo.",Mahatma Gandhi (1869-1948) Político y pensador indio.,MISCELÁNEA / CAMBIO,,,,,
"Si no puedo dibujarlo, es que no lo entiendo.",Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,MISCELÁNEA / DIBUJAR,,,,,
"Si dices la verdad, no tendrás que acordarte de nada.",Mark Twain (1835-1910) Escritor y periodista estadounidense.,PENSAMIENTO Y RAZÓN / VERDAD,,,,,
"Olvida uno su falta después de haberla confesado a otro, pero normalmente el otro no la olvida.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,MISCELÁNEA / SECRETO,,,,,
Nuestras mayores tonterías pueden ser muy sabias.,"Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",MISCELÁNEA / TONTERÍA,,,,,
"Nuestra generación no se habrá lamentado tanto de los crímenes de los perversos, como del estremecedor silencio de los bondadosos.",Martin Luther King (1929-1968) Religioso estadounidense.,MISCELÁNEA / SILENCIO,,,,,
Nada está perdido si se tiene el valor de proclamar que todo está perdido y hay que empezar de nuevo.,Julio Cortázar (1914-1984) Escritor argentino.,CUALIDADES / VALOR,,,,,
Morir mañana es tan bueno como morir cualquier otro día.,Paulo Coelho (1947-?) Escritor brasileño.,MISCELÁNEA / MORIR,,,,,
Mi ideal político es el democrático. Cada uno debe ser respetado como persona y nadie debe ser divinizado.,Albert Einstein (1879-1955) Científico alemán nacionalizado estadounidense.,SOCIEDAD / POLÍTICA / DEMOCRACIA,,,,,
Los hombres ofenden antes al que aman que al que temen.,"Nicolás Maquiavelo (1469-1527) Historiador, político y teórico italiano.",MISCELÁNEA / OFENDER,,,,,
"Lo que ha sido creído por todos siempre y en todas partes, tiene todas las posibilidades de ser falso.",Paul Valéry (1871-1945) Escritor francés.,MISCELÁNEA / FALSEDAD,,,,,
"La única posibilidad de descubrir los límites de lo posible es aventurarse un poco más allá de ellos, hacia lo imposible.",Arthur C. Clarke (1917-2008) Escritor inglés de ciencia ficción.,MISCELÁNEA / AVENTURA,,,,,
"La paciencia es la más heroica de las virtudes, precisamente porque carece de toda apariencia de heroísmo.",Giacomo Leopardi (1798-1837) Poeta y erudito italiano.,CUALIDADES / PACIENCIA,,,,,
La naturaleza benigna provee de manera que en cualquier parte halles algo que aprender.,"Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",NATURALEZA,,,,,
La mayoría de las personas gastan más tiempo y energías en hablar de los problemas que en afrontarlos.,Henry Ford (1863-1947) Industrial estadounidense.,MISCELÁNEA / PROBLEMAS,,,,,
La hermosura es una tiranía de corta duración.,Sócrates (470 AC-399 AC) Filósofo griego.,CUALIDADES / BELLEZA,,,,,
"La guerra no es más que un asesinato en masa, y el asesinato no es progreso.","Alphonse de Lamartine (1790-1869) Historiador, político y poeta francés.",SOCIEDAD / GUERRA,,,,,
La perseverancia es la virtud por la cual todas las otras virtudes dan su fruto.,Arturo Graf (1848-1913) Escritor y poeta italiano.,CUALIDADES / PERSEVERANCIA,,,,,
"La catástrofe que tanto te preocupa, a menudo resulta ser menos horrible en la realidad, de lo que fue en tu imaginación.",Wayne W. Dyer (1940-2015) Escritor estadounidense.,MISCELÁNEA / PREOCUPACIONES,,,,,
Hay que tener buena memoria después de haber mentido.,Pierre Corneille (1606-1684) Poeta y dramaturgo francés.,PENSAMIENTO Y RAZÓN / MENTIRAS,,,,,
Hay que estudiar mucho para saber poco.,Montesquieu (1689-1755) Escritor y político francés.,CUALIDADES / SABIDURÍA / SABER,,,,,
"Grande es siempre el amor maternal, pero toca en lo sublime cuando se mezcla con la admiración por el hijo amado.","Ángel Ganivet (1865-1898) Escritor, ensayista y narrador español.",SOCIEDAD / FAMILIA / HIJOS,,,,,
Estoy a favor de un gobierno que sea vigorosamente frugal y sencillo.,Thomas Jefferson (1743-1826) Político Estadounidense.,SOCIEDAD / GOBIERNO,,,,,
Es más fácil dar consejos que sufrir con fortaleza la adversidad.,Eurípides de Salamina (480 AC-406 AC) Poeta trágico griego,MISCELÁNEA / CONSEJO,,,,,
"El verdadero progreso social no consiste en aumentar las necesidades, sino en reducirlas voluntariamente; pero para eso hace falta ser humildes.",Mahatma Gandhi (1869-1948) Político y pensador indio.,SOCIEDAD / PROGRESO,,,,,
El trabajo y la lucha llaman siempre a los mejores.,Séneca (2 AC-65) Filósofo latino.,SOCIEDAD / TRABAJO,,,,,
El tipo más noble de hombre tiene una mente amplia y sin prejuicios. El hombre inferior es prejuiciado y carece de una mente amplia.,Confucio (551 AC-478 AC) Filósofo chino.,NATURALEZA / SER HUMANO,,,,,
"El hombre en su esencia no debe ser esclavo, ni de sí mismo, ni de los otros, sino un amante. Su único fin está en el amor.",Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,SENTIMIENTOS / AMOR,,,,,
"El dinero consagrado a la beneficencia no tiene mérito si no representa un sacrificio, una privación.",Cesare Cantù (1804-1895) Historiador italiano.,CUALIDADES / CARIDAD,,,,,
El bosque sería muy triste si sólo cantaran los pájaros que mejor lo hacen.,Rabindranath Tagore (1861-1941) Filósofo y escritor indio.,MISCELÁNEA / SIN CLASIFICAR,,,,,
"El alma es aquello por lo que vivimos, sentimos y pensamos.",Aristóteles (384 AC-322 AC) Filósofo griego.,PENSAMIENTO Y RAZÓN / ALMA,,,,,
"Dios mira las manos limpias, no las llenas.",Publio Siro (Siglo I AC-?) Poeta dramático romano.,CUALIDADES / HONRADEZ,,,,,
"Democracia significa gobierno por los que no tienen educación, y aristocracia significa gobierno por los mal educados.",Gilbert Keith Chesterton (1874-1936) Escritor británico.,SOCIEDAD / POLÍTICA / DEMOCRACIA,,,,,
"Cuando uno no vive como piensa, acaba pensando como vive.","Gabriel Marcel (1889-1973) Filósofo católico, dramaturgo y crítico francés.",CUALIDADES / COHERENCIA,,,,,
"Cuando los padres han construido todo, a los hijos sólo les queda el derrumbarlo.","Karl Kraus (1874-1936) Poeta, autor satírico y crítico austriaco.",SOCIEDAD / FAMILIA / HIJOS,,,,,
Cualquiera que despierto se comportase como lo hiciera en sueños sería tomado por loco.,Sigmund Freud (1856-1939) Médico austriaco.,MISCELÁNEA / COMPORTAMIENTO,,,,,
"Bueno es dar cuando nos piden; pero mejor es dar sin que nos pidan, como buenos entendedores.","Khalil Gibran (1883-1931) Ensayista, novelista y poeta libanés.",CUALIDADES / BONDAD,,,,,
Aquel que es demasiado pequeño tiene un orgullo grande.,Voltaire (1694-1778) Filósofo y escritor francés.,SENTIMIENTOS / ORGULLO,,,,,
"Antes de negar con la cabeza, asegúrate de que la tienes.",Truman Capote (1924-1984) Escritor estadounidense.,NATURALEZA / SER HUMANO / NEGAR,,,,,
Al contacto del amor todo el mundo se vuelve poeta.,Platón (427 AC-347 AC) Filósofo griego.,ARTE / LITERATURA / POESÍA / POETAS,,,,,
¿Acaso no destruimos a nuestros enemigos cuando los hacemos amigos nuestros?,Abraham Lincoln (1808-1865) Político estadounidense.,SENTIMIENTOS / ENEMISTAD,,,,,
Es peor cometer una injusticia que padecerla porque quien la comete se convierte en injusto y quien la padece no.,Sócrates (470 AC-399 AC) Filósofo griego.,SOCIEDAD / LEYES / JUSTICIA,,,,,
"No se nace joven, hay que adquirir la juventud. Y sin un ideal, no se adquiere.",José Ingenieros (1877-1925) Filósofo y psicólogo argentino.,TIEMPO / JUVENTUD,,,,,
"El amor y el odio no son ciegos, sino que están cegados por el fuego que llevan dentro.",Friedrich Nietzsche (1844-1900) Filosofo alemán.,SENTIMIENTOS / ODIO,,,,,
Se puede amar sin sufrir cuando se ama sin enrojecer.,Alfred de Musset (1810-1857) Poeta francés.,SENTIMIENTOS / AMOR / AMAR,,,,,
"Quien lleva toda su vida a su mujer sobre la espalda, cuando la deja en el suelo, ella dice: ¡Estoy fatigada!.",Proverbio yugoslavo,SOCIEDAD / COSTUMBRE,,,,,
Al hombre perverso se le conoce en un sólo día; para conocer al hombre justo hace falta más tiempo.,Sófocles (495AC-406AC) Poeta trágico griego.,DEFECTOS / MALDAD,,,,,
"Para conseguir la más pequeña fortuna, vale más decir cuatro palabras a la querida de un rey que escribir cien volúmenes.",Voltaire (1694-1778) Filósofo y escritor francés.,MISCELÁNEA / SEDUCCIÓN,,,,,
"Si Dios no existiera, sería necesario inventarlo.",Voltaire (1694-1778) Filósofo y escritor francés.,SOCIEDAD / RELIGIÓN / DIOS,,,,,
¿De qué sirve la libertad política para los que no tienen pan? Sólo tiene valor para los teorizantes y los políticos ambiciosos.,Jean Paul Marat (1743-1793) Periodista y político revolucionario francés.,SOCIEDAD / LIBERTAD,,,,,
Cada lágrima enseña a los mortales una verdad.,Platón (427 AC-347 AC) Filósofo griego.,MISCELÁNEA / LÁGRIMAS,,,,,
"Un científico debe tomarse la libertad de plantear cualquier cuestión, de dudar de cualquier afirmación, de corregir errores.",Robert Oppenheimer (1904-1967) Físico estadounidense.,CIENCIAS / CIENTÍFICOS,,,,,
"Un fracasado es un hombre que ha cometido un error, pero que no es capaz de convertirlo en experiencia.",Elbert Hubbard (1856-1915) Ensayista estadounidense.,MISCELÁNEA / FRACASO / FRACASADO,,,,,
La sabiduría es hija de la experiencia.,"Leonardo Da Vinci (1452-1519) Pintor, escultor e inventor italiano.",CUALIDADES / SABIDURÍA,,,,,
"Los buenos escritores son aquellos que conservan la eficiencia del lenguaje. Es decir, lo mantienen preciso, lo mantienen claro.",Ezra Pound (1885-1972) Crítico y poeta estadounidense.,ARTE / LITERATURA / ESCRITOR,,,,,
El corazón del loco está en la boca; pero la boca del sabio está en el corazón.,Benjamin Franklin (1706-1790) Estadista y científico estadounidense.,SENTIMIENTOS / AMOR / CORAZÓN,,,,,
El que no ha sufrido no sabe nada; no conoce ni el bien ni el mal; ni conoce a los hombres ni se conoce a sí mismo.,Fénelon (1651-1715) Escritor y teólogo francés.,SENTIMIENTOS / SUFRIMIENTO,,,,,
Hay un solo niño bello en el mundo y cada madre lo tiene.,José Martí (1853-1895) Político y escritor cubano.,SOCIEDAD / FAMILIA / MADRES,,,,,
"La libertad es el derecho que tienen las personas de actuar libremente, pensar y hablar sin hipocresía.",José Martí (1853-1895) Político y escritor cubano.,SOCIEDAD / LIBERTAD,,,,,
Los más rezan con los mismos labios que usan para mentir.,José Ingenieros (1877-1925) Filósofo y psicólogo argentino.,PENSAMIENTO Y RAZÓN / MENTIRAS,,,,,
"Todos los que parecen estúpidos, lo son y, además también lo son la mitad de los que no lo parecen.",Francisco de Quevedo (1580-1645) Escritor español.,DEFECTOS / ESTUPIDEZ,,,,,
Vale más un minuto de pie que una vida de rodillas.,José Martí (1853-1895) Político y escritor cubano.,MISCELÁNEA / DIGNIDAD,,,,,
El día de tu muerte sucederá que lo que tú posees en este mundo pasará a manos de otra persona. Pero lo que tú eres será tuyo por siempre.,Henry Van Dyke (1852-1933) Escritor estadounidense.,NATURALEZA / MUERTE,,,,,
"Yo, como don Quijote, me invento pasiones para ejercitarme.",Voltaire (1694-1778) Filósofo y escritor francés.,SENTIMIENTOS / AMOR / PASIÓN,,,,,
